index	decoded
2370	按域名读取 GTK
2371	get_string
2372	读取字符串配置
2373	读取字符串配置，使用 MCP 内置命名空间存储
2374	config_name
2375	配置文件名
2376	配置键
2377	default_value
2378	默认值，可选
2379	put_string
2380	写入字符串配置
2381	写入字符串配置，使用 MCP 内置命名空间存储
2382	字符串值
2383	get_boolean
2384	读取布尔配置
2385	读取布尔配置，使用 MCP 内置命名空间存储
2386	默认值
2387	put_boolean
2388	写入布尔配置
2389	写入布尔配置，使用 MCP 内置命名空间存储
2390	布尔值
2391	读取整型配置
2392	读取整型配置，使用 MCP 内置命名空间存储
2393	写入整型配置
2394	写入整型配置，使用 MCP 内置命名空间存储
2395	整型值
2396	get_long
2397	读取长整型配置
2398	读取长整型配置，使用 MCP 内置命名空间存储
2399	long 默认值
2400	put_long
2401	写入长整型配置
2402	写入长整型配置，使用 MCP 内置命名空间存储
2403	long 值
2404	get_float
2405	读取浮点配置
2406	读取浮点配置，使用 MCP 内置命名空间存储
2407	float 默认值
2408	put_float
2409	写入浮点配置
2410	写入浮点配置，使用 MCP 内置命名空间存储
2411	float 值
2412	get_double
2413	读取双精度配置
2414	读取双精度配置，使用 MCP 内置命名空间存储
2415	double 默认值
2416	put_double
2417	写入双精度配置
2418	写入双精度配置，使用 MCP 内置命名空间存储
2419	double 值
2420	get_chat_type
2421	获取当前会话类型
2422	读取当前会话类型
2423	get_current_group_uin
2424	获取当前群号
2425	读取当前会话中的群号
2426	get_current_friend_uin
2427	获取当前好友 QQ
2428	读取当前会话中的好友 QQ 号
2429	getPskey(...)
2430	getPT4Token(...)
2431	getGTK(...)
2432	configName
2433	chat_type
2434	mcp_builtin_tools
2435	MCP Builtin Tools
2436	properties
2437	required
2438	 不能为空
2439	contentName
2440	contentDesc
2441	group_uin
2442	群号，私聊时可留空
2443	user_uin
2444	好友 QQ 号，群聊时可留空
2445	发送内容
2446	defaultProperty
2447	valueName
2448	valueProperty
2449	group_uin 和 user_uin 不能同时为空
2450	read_file_text
2451	读取文本文件
2452	读取指定文本文件内容
2453	文件路径
2454	write_text_to_file
2455	覆盖写入文本文件
2456	写入内容
2457	write_text_append_to_file
2458	追加写入文本文件
2459	向文本文件追加内容
2460	read_file_bytes
2461	读取二进制文件
2462	读取二进制文件并返回 Base64 字符串
2463	write_bytes_to_file
2464	写入二进制文件
2465	将 Base64 内容写入二进制文件
2466	bytes_base64
2467	Base64 编码后的文件内容
2468	scan_image_text
2469	图片 OCR 文本识别
2470	识别图片中的文本内容
2471	图片路径
2472	scan_image_text_detail
2473	图片 OCR 详细识别
2474	识别图片中的详细文本结构
2475	get_new_friend_info
2476	获取单个好友信息(新接口)
2477	读取单个好友的详细信息
2478	好友 QQ 号
2479	get_message_list
2480	获取本地消息列表
2481	读取本地消息列表。群聊时传 group_uin，私聊时传 user_uin
2482	返回数量，默认 20
2483	readFileText(...)
2484	写入成功
2485	scanImageText(...)
2486	arguments
2487	target_uin
2488	message_limit
2489	参数错误: 当前仅支持按 chat_type(friend/group) + target_uin 查询指定会话历史消息
2490	会话类型，必填，可选 friend 或 group
2491	目标好友 QQ号(uin) 或群号，必填
2492	返回指定会话的消息数量，默认 20,最大无限制
2493	get_chat_list
2494	获取指定会话聊天记录
2495	按 chat_type 与 target_uin 实时读取指定好友/群聊的最近消息，排序为由旧到新
2496	get_current_account_info
2497	获取当前QQ和昵称
2498	读取当前登录账号的 QQ 号与昵称
2499	好友uin
2500	会员等级
2501	get_friend_list
2502	获取好友列表
2503	读取当前账号的好友列表并返回 (QQ号)uin、备注与昵称、是否有会员，会员等级
2504	AdminList
2505	管理员
2506	get_group_list
2507	获取群聊列表
2508	读取当前账号的群聊列表并返回群号、群名、群主与管理员信息
2509	get_group_info
2510	获取群信息
2511	读取指定群的基础信息
2512	get_member_info
2513	获取群成员信息
2514	读取指定群成员的详细信息
2515	成员 QQ 号
2516	get_member_name
2517	获取群成员名称
2518	读取指定群成员的显示名称
2519	get_group_member_list
2520	获取群成员列表
2521	读取指定群的成员列表
2522	get_forbidden_list
2523	获取群禁言列表
2524	读取指定群的禁言列表
2525	set_title
2526	设置群成员头衔
2527	设置指定群成员的头衔
2528	群禁言
2529	执行群禁言操作。user_uin 为空时操作全体禁言
2530	成员 QQ 号，全体禁言时留空
2531	禁言秒数；全体禁言时传 1 表示开启，0 表示关闭
2532	踢出群成员
2533	将指定成员移出群聊
2534	is_black
2535	是否拉黑，默认 false
2536	getMemberName(...)
2537	设置成功
2538	操作成功
2539	toJson(...)
2540	$this$Json
2541	send_msg
2542	发送文本消息
2543	发送文本消息。群聊时填 group_uin，私聊时填 user_uin
2544	send_pic
2545	发送图片消息
2546	发送图片消息，path 为图片路径
2547	图片文件路径
2548	send_card
2549	发送卡片消息
2550	发送卡片消息，card_text 为卡片文本
2551	card_text
2552	卡片文本内容
2553	send_file
2554	发送文件
2555	发送文件，path 为本地文件路径
2556	send_pai
2557	发送拍一拍
2558	发送拍一拍。群聊时 group_uin 必填，私聊时留空
2559	send_proto
2560	发送 Proto 包
2561	发送 Proto 数据包
2562	协议命令名
2563	json_body
2564	FunProtoData 的 JSON 字符串
2565	send_voice
2566	发送语音
2567	发送语音消息，path 为语音文件路径
2568	语音文件路径
2569	send_video
2570	发送视频
2571	发送视频消息，path 为视频文件路径
2572	视频文件路径
2573	send_like
2574	发送点赞
2575	向指定用户发送点赞，count 默认 20
2576	点赞次数，默认 20
2577	cardText
2578	http_get
2579	HTTP GET 请求
2580	发起 HTTP GET 请求，支持可选请求头
2581	请求地址
2582	请求头，键值都按字符串处理
2583	http_post
2584	HTTP POST 表单请求
2585	发起 HTTP POST 表单请求，data 必填，headers 可选
2586	表单数据，键值都按字符串处理
2587	http_post_json
2588	HTTP POST JSON 请求
2589	发起 HTTP POST JSON 请求，json_body 必填，headers 可选
2590	JSON 字符串
2591	http_download
2592	HTTP 下载文件
2593	下载远程文件到指定路径
2594	下载地址
2595	保存路径
2596	下载完成: 
2597	get_new_friend_list
2598	获取好友列表(新)
2599	读取当前账号的好友列表并返回 (QQ号)uin、备注与昵称、性别，年龄
2600	targetUin
2601	ConversationKey(chatType=
2602	, targetUin=
2603	McpMsgService
2604	getMsgsSync failed: chatType=
2605	 targetUin=
2606	 result=
2607	null cannot be cast to non-null type lin.xposed.hook.javaplugin.PluginMessageCallbackAPI
2608	message_count
2609	messages
2610	message_time
2611	message_type
2612	sender_uin
2613	sender_nickname
2614	file_name
2615	file_url
2616	file_size
2617	local_path
2618	reply_to_uin
2619	pic_url_list
2620	reply_message
2621	friend_uin
2622	喵喵喵呜喵呜喵呜~喵喵喵喵喵呜呜呜~喵喵喵呜喵喵呜呜~喵喵喵喵呜呜喵呜~喵喵喵喵呜喵呜呜~喵喵喵喵呜喵喵喵
2623	喵喵喵呜喵呜喵喵~喵喵喵喵喵呜呜呜~喵喵喵呜喵呜喵呜~喵喵喵呜呜呜喵呜~喵喵喵呜喵呜喵呜
2624	redPacketID
2625	redPacketDesc
2626	preGrabToken
2627	newInstance(...)
2628	invokeFirst(...)
2629	sessionKey
2630	findClass(...)
2631	null cannot be cast to non-null type android.os.Bundle
2632	inflate(...)
2633	抢红包参数(新新)
2634	喵喵喵呜喵呜呜呜~喵喵喵呜喵喵喵喵~喵喵喵呜喵呜呜喵~喵喵喵喵呜喵喵呜~喵喵喵呜呜呜喵喵
2635	HbConfig
2636	LIN_XPOSED
2637	processResult
2638	java.util.List
2639	kotlin.jvm.internal.DefaultConstructorMarker
2640	不支持的QQ版本
2641	use(...)
2642	GatewayRequestConfig(isSecure=
2643	qwallet_pb_handle_trpc_error
2644	QWalletHttp-QWalletPbServlet
2645	com.tencent.mobileqq.vas.adv.qzone.logic.AlbumRecommendAdvController
2646	com.tencent.mobileqq.vas.adv.common.data.AlumBasicData
2647	initAndRenderData
2648	com.qzone.proxy.feedcomponent.model.gdt.QZoneAdFeedDataExtKt
2649	com.qzone.proxy.feedcomponent.model.BusinessFeedData
2650	isShowingRecommendAd
2651	advimageUrl
2652	videoUrl
2653	videoReportUrl
2654	negativeFeedbackUrl
2655	clickUrl
2656	advLogoUrl
2657	com.qzone.reborn.feedpro.itemview.ad.QZoneAdBaseMediaFeedProItemView
2658	com.qzone.reborn.feedx.itemview.ad.QZoneAdBaseFeedItemView
2659	com.qzone.reborn.feedpro.itemview.QzoneFeedProGeneralBigCardItemView
2660	com.qzone.reborn.feedpro.itemview.QZoneAdFeedProForwardMixPicVideoItemView
2661	com.qzone.reborn.feedpro.widget.comment.QZoneFeedProDetailBottomAdBlockView
2662	com.qzone.reborn.feedx.itemview.ad.QZoneAdRewardFeedItemView
2663	点击底栏动态Tab时直接显示空间动态
2664	com.tencent.qzonehub.api.impl.QZoneApiProxyImpl
2665	needShowQzoneFrame
2666	currentSelection
2667	创建表情文件夹成功
2668	stickerDirName
2669	config.json
2670	stickerPath
2671	recentUsedStickers
2672	defaultValue
2673	表情面板
2674	optString(...)
2675	StickerDirConfig(name=
2676	, author=
2677	, cover=
2678	StickerInfo(path=
2679	表情面板#2，表情以文件夹组保存在
2680	滑稽.png
2681	暗黑滑稽.webp
2682	StickerPanelInject: PanelIconLinearLayout method not found
2683	firstOrNull(...)
2684	自定义表情面板
2685	null cannot be cast to non-null type android.widget.LinearLayout.LayoutParams
2686	getFirstField(...)
2687	getMsgRecordMd5UrlMap(...)
2688	RECENT_USAGE
2689	recent_usage
2690	最近使用
2691	NAME_ASC
2692	name_asc
2693	文件名 A→Z
2694	NAME_DESC
2695	name_desc
2696	文件名 Z→A
2697	TIME_ASC
2698	time_asc
2699	修改时间 旧→新
2700	TIME_DESC
2701	time_desc
2702	修改时间 新→旧
2703	dirSortMode
2704	fileSortMode
2705	keepOpenAfterSend
2706	DirVisualState(fillColor=
2707	, strokeColor=
2708	, textColor=
2709	, scale=
2710	, alpha=
2711	, elevation=
2712	Action(action=
2713	Directory(name=
2714	SORT_CONFIG
2715	ONLINE_STICKER
2716	animation
2717	payloads
2718	payload_selection
2719	animator
2720	onClickStart
2721	onClickEnd
2722	stickerScrollPosition
2723	stickerScrollOffset
2724	dirScrollPosition
2725	dirScrollOffset
2726	发送表情失败: 
2727	initialCover
2728	onSelect
2729	目录不存在
2730	编辑表情包
2731	coverAdapter
2732	删除文件夹
2733	确定要删除 "
2734	" 吗？这将无法还原
2735	标签不能为空
2736	标签已存在
2737	名称不能为空
2738	 文件夹已存在
2739	重命名失败
2740	名称不能为空，无法上传
2741	删除成功
2742	onCreated
2743	创建新文件夹
2744	输入文件夹名
2745	文件夹名不能为空
2746	文件夹已存在
2747	创建成功 
2748	stickerInfo
2749	onDeleteSuccess
2750	删除表情
2751	确定要删除该表情吗?这将无法还原
2752	cachePath
2753	md5UrlMap
2754	保存表情
2755	暂无文件夹，请先创建
2756	请选择至少一个保存目录
2757	图片还没加载请稍后
2758	 张图片保存失败
2759	已保存到 
2760	 个文件夹
2761	checkBox
2762	CheckOption(row=
2763	, checkBox=
2764	onSettingsChanged
2765	表情面板设置
2766	正在扫描表情文件...
2767	表情目录不存在
2768	没有找到表情文件
2769	所有表情文件都已有后缀，无需整理
2770	正在整理 (
2771	整理完成！(没有自动关闭的话就重启QQ)\n
2772	共处理 
2773	 个文件\n
2774	，失败 
2775	目录: 
2776	张表情)
2777	确认上传
2778	目录不存在，无法上传
2779	目录为空，无法上传
2780	上传表情包
2781	确认将 "
