file_offset	string
0x11E1B3	ra$
0x11EE63	r@Z
0x120057	r!e
0x120133	rA^
0x120273	rAT
0x120333	rAN
0x1207AF	r!p
0x1209CB	rA_
0x120A8F	r!Y
0x120CF7	r`4
0x122227	ran
0x12230F	r!g
0x12244F	r!]
0x12250F	r!W
0x1261F7	r!*
0x12622F	ra(
0x1271A3	ra/
0x1272C3	ra&
0x128E23	ra6
0x128EC3	ra1
0x129027	rA&
0x13144B	r!I
0x135A63	r!k
0x135C63	r![
0x135CFB	raV
0x13631F	rA%
0x1383EB	r!Z
0x1384E7	rAR
0x1385CB	r!K
0x138603	raI
0x1386C3	raC
0x1387C7	rA;
0x138803	ra9
0x1388CB	r!3
0x138907	rA1
0x138AAB	r!$
0x138AE3	"ra"""
0x139E2B	rAi
0x139F07	rab
0x139F4F	r!`
0x13A26F	r!G
0x13A3CB	rA<
0x13A4C7	ra4
0x13A50F	r!2
0x13AB97	T3
0x13ADDF	r!_
0x13AFDF	r!O
0x13B09F	r!I
0x13B17F	r!B
0x13B23F	r!<
0x13B4BB	rA(
0x14457F	r!}
0x144817	rah
0x1448D7	rab
0x144A77	raU
0x144C3F	r!G
0x144D77	ra=
0x144EBB	rA3
0x144F9F	r!,
0x14505B	rA&
0x145F6B	rA)
0x14600F	r!$
0x14604B	"rA"""
0x146903	T3
0x146BBF	r!)
0x146C7F	r!#
0x14730B	r!,
0x147A9F	r!)
0x147B5F	r!#
0x149557	TБ
0x149577	TС
0x149597	TЩ
0x1495B7	Tй
0x149F4F	9ș
0x14A2AB	4!
0x14ACEB	TH
0x14ADF3	T*
0x14B10A	@9H
0x14B327	TH
0x14B3DB	7I
0x14B8EF	7:
0x14BEC7	"T"""
0x14CA03	q4
0x14CA2F	"T"""
0x14CAF7	T!
0x14CDCB	TH
0x14D1F6	@9H
0x14D427	TH
0x14D4F3	7I
0x14DA47	7:
0x14DFE3	"T"""
0x14E917	"T"""
0x14E9E3	T!
0x1507FF	TS
0x1509E3	Ts
0x15168B	T=}
0x152673	T5
0x15268F	T5
0x15278F	9*
0x15279F	yJ
0x15282F	T?$
0x15287F	9*
0x1528DB	T룐R*=
0x152907	9j
0x15290F	x!
0x15292F	yJ
0x152ACF	9+
0x152B0B	xk
0x152B1B	yK
0x152D03	1A
0x1540D7	5*
0x15412B	q`
0x15493F	9$o
0x15564B	qh:
0x1556C7	1h:
0x155B27	r`
0x155BA7	qa
0x155BCF	93
0x1562E3	TH
0x1563AB	Th
0x1565AF	TI5
0x1565CB	TK9
0x1566C3	qa
0x1567A7	T2h
0x1567B7	T.h
0x1567C7	T*h
0x1567D7	T&h
0x1567E7	"T""h"
0x156A57	T-
0x156A73	T_5
0x156B17	T)5
0x156EB3	T*
0x1575EF	T)
0x15786B	T)
0x157A07	Q?%
0x157EBB	Q?%
0x157EBF	qh1
0x157EF7	Q_)
0x157F8B	y)
0x1583DF	Q?)
0x1589CB	Q_!
0x1589D7	Q?%
0x158B17	Q?)
0x158D5F	Tf
0x158DEB	q)K
0x158EEF	Th
0x158F0F	TH
0x1592E7	9w
0x15942B	9&
0x1595CF	Q_%
0x1596AB	Q?%
0x159B13	T*
0x159C73	Q_%
0x15A5CF	TJ!
0x15A5F7	TJ!
0x15A617	T)!
0x15A7BF	Q_%
0x15AA37	Q_)
0x15ACEF	T]
0x15AD23	T)
0x15ADAF	9*
0x15AEE7	xI-
0x15AF1F	Q_%
0x15B173	Q_!
0x15B4A3	9vL
0x15B513	9ZL
0x15B583	9>L
0x15B5D3	9*L
0x15BD6F	T(-
0x15D637	Q_%
0x15DF13	9!
0x15E04F	T<
0x15E083	Q?%
0x15E137	Q_%
0x15E237	Q?)
0x15E273	Q_%
0x15EBCF	T7
0x15F093	9O
0x15F137	9&
0x15F24B	Q_%
0x15F2FB	Q_)
0x15F7CB	Q_%
0x160267	Q?&
0x160AAF	Tp?
0x160DBB	yh
0x162283	Ta
0x16322F	Q?%
0x1639A3	qh~
0x163ABB	Q?%
0x1673E7	yh
0x167B2B	Q?)
0x168547	yh
0x169BEB	q`
0x169DBB	oi
0x169DE3	TH
0x169DF3	Th
0x16A0EB	Tx
0x16A77F	53
0x16A7C3	"5"""
0x16AD87	Th
0x16ADBB	o)
0x16AF8B	6J
0x16B0F3	qA
0x16B0F7	Tt2
0x16B473	o)
0x16B6EB	58
0x16B75F	Ta
0x16B9AB	qa
0x16BB3B	TY
0x16BBA7	Tv6
0x16BC3B	68
0x16BC4B	T(
0x16BC5F	7%
0x16BD63	qhB
0x16BD73	qa
0x16BD77	T(
0x16BDA7	6j
0x16BDDF	6J
0x16BECB	4h2A9i
0x16BEDB	5$
0x16BF47	Tu6
0x16BF57	T(
0x16BF7B	qhB
0x16BF8B	qa
0x16BF8F	T(
0x16C05F	qhB
0x16C06F	qa
0x16C073	T(
0x16C09F	Tt6
0x16C0AB	qa
0x16C0AF	T(
0x16C257	r`
0x16C2D7	qa
0x16C407	qa
0x16C4F7	qa
0x16CACD	Ha8a
0x16CB56	86!
0x16CB9B	9  
0x16CB9F	9 $
0x16CBA3	9 (
0x16CBA7	9 ,
0x16CBAB	9 0
0x16CBAF	9 4
0x16CBB3	9 8
0x16CBB7	9 <
0x16CBBB	9 @
0x16CBBF	9 D
0x16CBC3	9 H
0x16CBC7	9 L
0x16CBCB	9 P
0x16CBCF	9 T
0x16CBD3	9 X
0x16CBD7	9 \
0x16CBDB	9 `
0x16CBDF	9 d
0x16CBE3	9 h
0x16CBE7	9 l
0x16CBEB	9 p
0x16CBEF	9 t
0x16CBF3	9 x
0x16CBF7	9 |
0x16CBFB	9 
0x16CC9B	TA
0x16CDB7	T?
0x16CF1B	4_@
0x16D02B	qH 
0x16D02F	Ta[axc
0x16D4F3	k!
0x16D557	4$
0x16D622	@9? 
0x16D8F3	T_C
0x16D8FF	T_+
0x16D937	T_'
0x16D953	T_/
0x16D95B	T_3
0x16D977	T_?
0x16D98F	T_K
0x16D99B	T_O
0x16D9A3	T_S
0x16D9BB	T_[
0x16D9CB	T__
0x16DC3B	T_g
0x16DC96	@9W
0x16DC9E	@yU
0x16DCEB	QZk
0x16DCF3	Q_S
0x16DF61	`M9
0x16E147	qa
0x16E277	*@
0x16E38E	@9C
0x16E397	q`
0x16E48B	T`
0x16E48F	4`
0x16E707	q@
0x16E7FF	q@
0x16E8F7	*@
0x16ECC9	Ha8a
0x16ED52	86!
0x16EE7B	qa
0x16F0F3	T?
0x16F347	T`
0x16F58B	*a
0x16FEF3	4T
0x1746B0	pR
0x174720	0R
0x174FC8	classloader == null
0x174FDC	<init>
0x174FE3	()V
0x174FE7	java/lang/NullPointerException
0x175006	INVOKESPECIAL Void npe
0x17501D	INSTANCE
0x175026	Lme/yun/fkwechat/core/config/AppConfig;
0x17504E	$stable
0x175058	isMainProcess
0x175066	()Z
0x17506A	hostProcessName
0x17507A	Ljava/lang/String;
0x17508D	hostPackageName
0x17509F	(Ljava/lang/Object;Ljava/lang/Object;)Z
0x1750C7	b9.t
0x1750CC	me.yun.fkwechat.core.config.AppConfig
0x1750F2	fkw0/hidden/Hidden0
0x175106	special_clinit_0_00
0x17511A	(Ljava/lang/Class;)V
0x17512F	fkw0.hidden.Hidden0
0x175143	Lme/yun/fkwechat/core/config/AppMetadata;
0x17516D	java/lang/NegativeArraySizeException
0x175192	NEWARRAY Byte array size < 0
0x1751AF	BASTORE npe
0x1751BB	KEY_BYTES
0x1751C5	[B
0x1751C8	IV_BYTES
0x1751D1	decrypt
0x1751D9	(Ljava/lang/String;)Ljava/lang/String;
0x175200	getInstance
0x17520C	(Ljava/lang/String;)Ljavax/crypto/Cipher;
0x175236	([BLjava/lang/String;)V
0x17524E	([B)V
0x175254	init
0x175259	(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V
0x17529C	INVOKEVIRTUAL Void npe
0x1752B3	decode
0x1752BA	(Ljava/lang/String;I)[B
0x1752D2	doFinal
0x1752DA	([B)[B
0x1752E1	INVOKEVIRTUAL Object npe
0x1752FA	getClass
0x175303	()Ljava/lang/Class;
0x175317	UTF_8
0x17531D	Ljava/nio/charset/Charset;
0x175338	([BLjava/nio/charset/Charset;)V
0x175358	getExternalMediaFile
0x17536D	()Ljava/io/File;
0x17537E	hostMediaPath
0x17538C	(Ljava/lang/String;)V
0x1753A2	exists
0x1753A9	INVOKEVIRTUAL Boolean npe
0x1753C3	mkdirs
0x1753CA	(Ljava/io/File;Ljava/lang/String;)V
0x1753EE	getPrivateFile
0x1753FD	hostContext
0x175409	Landroid/content/Context;
0x175423	getFilesDir
0x17542F	getStoreFile
0x17543C	selfDestruct
0x175449	()Lme/yun/fkwechat/core/config/LicData;
0x175471	save
0x175476	(ZI)V
0x17547C	sha256
0x175483	(Ljava/lang/String;)Ljava/security/MessageDigest;
0x1754B5	getBytes
0x1754BE	(Ljava/nio/charset/Charset;)[B
0x1754DD	digest
0x1754E4	ARRAYLENGTH npe
0x1754F4	BALOAD npe
0x1754FF	toHexString
0x17550B	(I)Ljava/lang/String;
0x175521	length
0x175528	()I
0x17552C	INVOKEVIRTUAL Int npe
0x175542	append
0x175549	(C)Ljava/lang/StringBuilder;
0x175566	(Ljava/lang/String;)Ljava/lang/StringBuilder;
0x175594	toString
0x17559D	()Ljava/lang/String;
0x1755B2	load
0x1755B7	MONITORENTER npe
0x1755C8	INVOKESPECIAL Object npe
0x1755E1	getString
0x1755EB	(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;
0x175624	INVOKEINTERFACE Int npe
0x17563C	(Ljava/io/File;Ljava/nio/charset/Charset;)Ljava/lang/String;
0x175679	r1
0x17567C	(Ljava/lang/CharSequence;)Ljava/lang/CharSequence;
0x1756AF	optBoolean
0x1756BA	(Ljava/lang/String;Z)Z
0x1756D1	optInt
0x1756D8	(Ljava/lang/String;I)I
0x1756EF	optLong
0x1756F7	(Ljava/lang/String;J)J
0x17570E	INVOKEVIRTUAL Long npe
0x175725	optString
0x17572F	(Z)Ljava/lang/StringBuilder;
0x17574C	(I)Ljava/lang/StringBuilder;
0x175769	(J)Ljava/lang/StringBuilder;
0x175786	(Ljava/lang/String;Ljava/lang/String;)V
0x1757AE	currentTimeMillis
0x1757C0	()J
0x1757C6	(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)V
0x175803	ATHROW npe
0x17580E	put
0x175812	(Ljava/lang/String;Z)Lorg/json/JSONObject;
0x17583D	(Ljava/lang/String;I)Lorg/json/JSONObject;
0x175868	(Ljava/lang/String;J)Lorg/json/JSONObject;
0x175893	(Ljava/lang/String;Ljava/lang/Object;)Lorg/json/JSONObject;
0x1758CF	encodeToString
0x1758DE	([BI)Ljava/lang/String;
0x1758F8	(Ljava/io/File;Ljava/lang/String;Ljava/nio/charset/Charset;)V
0x175936	setString
0x175941	android.content.Context
0x175959	role
0x17595E	me.yun.fkwechat.core.config.LicData
0x175982	java.security.MessageDigest
0x17599E	java.lang.System
0x1759AF	me.yun.fkwechat.core.config.AppMetadata
0x1759D7	javax.crypto.spec.SecretKeySpec
0x1759F7	javax.crypto.Cipher
0x175A0B	java.lang.Integer
0x175A1D	Clock manipulated! Future timestamp detected.
0x175A4B	Failed to save secure metadata status
0x175A71	sig
0x175A75	org.json.JSONObject
0x175A89	vd.d
0x175A8E	Consensus failed! Triple mirror rollback.
0x175AB8	javax.crypto.spec.IvParameterSpec
0x175ADA	ub.f0
0x175AE0	sys_state_sign_node
0x175AF4	java.lang.String
0x175B05	AES/CBC/PKCS5Padding
0x175B1A	.sys_cache_node
0x175B2A	timestamp
0x175B34	w8.d
0x175B39	java.lang.CharSequence
0x175B50	Data tampered! Active mirror missing.
0x175B76	verified
0x175B7F	Integrity failed! Signature mismatch.
0x175BA5	Failed to load/decrypt secure license metadata
0x175BD4	java.lang.Exception
0x175BE8	java.nio.charset.StandardCharsets
0x175C0A	java.io.File
0x175C17	AES
0x175C1B	android.util.Base64
0x175C2F	me.yun.fkwechat.core.config.ConfigRepo
0x175C56	.mm_sys_lic_data
0x175C67	SHA-256
0x175C6F	java.lang.Object
0x175C80	java.lang.StringBuilder
0x175C9A	AppMetadata
0x175CA6	:FkWeChatAntiTamperSalt_2026_#
0x175CC5	special_clinit_1_00
0x175CD9	getSharedPreferences
0x175CEE	(Ljava/lang/String;I)Landroid/content/SharedPreferences;
0x175D27	sharedPrefs
0x175D33	Landroid/content/SharedPreferences;
0x175D57	clear
0x175D5D	edit
0x175D62	()Landroid/content/SharedPreferences$Editor;
0x175D8F	INVOKEINTERFACE Object npe
0x175DAA	apply
0x175DB0	INVOKEINTERFACE Void npe
0x175DC9	contains
0x175DD2	(Ljava/lang/String;)Z
0x175DE8	INVOKEINTERFACE Boolean npe
0x175E04	getBoolean
0x175E0F	getFloat
0x175E18	(Ljava/lang/String;F)F
0x175E2F	INVOKEINTERFACE Float npe
0x175E49	getInt
0x175E50	getLong
0x175E58	INVOKEINTERFACE Long npe
0x175E71	remove
0x175E78	(Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;
0x175EB7	setBoolean
0x175EC2	(Ljava/lang/String;Z)V
0x175ED9	putBoolean
0x175EE4	(Ljava/lang/String;Z)Landroid/content/SharedPreferences$Editor;
0x175F24	setFloat
0x175F2D	(Ljava/lang/String;F)V
0x175F44	putFloat
0x175F4D	(Ljava/lang/String;F)Landroid/content/SharedPreferences$Editor;
0x175F8D	setInt
0x175F94	(Ljava/lang/String;I)V
0x175FAB	putInt
0x175FB2	(Ljava/lang/String;I)Landroid/content/SharedPreferences$Editor;
0x175FF2	setLong
0x175FFA	(Ljava/lang/String;J)V
0x176011	putLong
0x176019	(Ljava/lang/String;J)Landroid/content/SharedPreferences$Editor;
0x176059	putString
0x176063	(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;
0x1760B4	android.content.SharedPreferences$Editor
0x1760DD	Module_Config_HostLocal
0x1760F5	ConfigRepo
0x176100	Host context is null, configuration will not be persisted.
0x17613B	android.content.SharedPreferences
0x17615D	special_clinit_2_00
0x176171	Lme/yun/fkwechat/core/config/Constants;
0x176199	getAbsolutePath
0x1761A9	PLUGIN_PATH
0x1761B5	getPLUGIN_PATH
0x1761C4	me.yun.fkwechat.core.config.Constants
0x1761EC	FkWeChat/Plugin
0x1761FC	special_clinit_3_00
0x176210	invokeSuspend
0x17621E	(Ljava/lang/Object;)Ljava/lang/Object;
0x176245	result
0x17624C	Ljava/lang/Object;
0x17625F	PUTFIELD Object npe
0x176273	label
0x176279	GETFIELD Int npe
0x17628A	PUTFIELD Int npe
0x17629B	this$0
0x1762A2	Lme/yun/fkwechat/core/config/ControlManager;
0x1762CF	GETFIELD Object npe
0x1762E3	access$autoRegisterFlow
0x1762FB	(Lme/yun/fkwechat/core/config/ControlManager;Landroid/app/Activity;Ljava/lang/String;Ljava/lang/String;Lp8/f;)Ljava/lang/Object;
0x17637C	me.yun.fkwechat.core.config.ControlManager
0x1763A7	me.yun.fkwechat.core.config.ControlManager$autoRegisterFlow$1
0x1763E5	special_clinit_4_20
0x1763F9	create
0x176400	(Ljava/lang/Object;Lp8/f;)Lp8/f;
0x176421	$err
0x176426	$activity
0x176430	Landroid/app/Activity;
0x176447	(Ljava/lang/String;Landroid/app/Activity;Lp8/f;)V
0x176479	invoke
0x176480	(Lec/o0;Lp8/f;)Ljava/lang/Object;
0x1764A2	java/lang/ClassCastException
0x1764BF	cannot cast to 
0x1764CF	me/yun/fkwechat/core/config/ControlManager$autoRegisterFlow$2
0x17650F	Ll8/i0;
0x176517	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;
0x176550	ec/o0
0x176556	p8/f
0x17655D	()Ljava/lang/Object;
0x176574	(Ljava/lang/Object;)V
0x17658A	access$setChecking$p
0x17659F	(Z)V
0x1765A4	(Landroid/app/Activity;Ljava/lang/String;Ljava/lang/String;)V
0x1765E2	l8.i0
0x1765E8	ec.o0
0x1765EE	vd.g
0x1765F3	sd.ea
0x1765F9	服务激活并自动注册成功
0x17661B	zd.p0
0x176621	l8.t
0x176626	q8.c
0x17662B	call to 'resume' before 'invoke' with coroutine
0x17665B	me.yun.fkwechat.core.config.ControlManager$autoRegisterFlow$2
0x176699	p8.f
0x17669E	激活失败
0x1766AB	special_clinit_5_50
0x1766BF	(Lp8/f;)V
0x1766C9	me/yun/fkwechat/core/config/ControlManager$autoRegisterFlow$3$1$1
0x17670B	激活并注册成功
0x176721	me.yun.fkwechat.core.config.ControlManager$autoRegisterFlow$3$1$1
0x176763	special_clinit_6_50
0x176777	$uin
0x17677C	$wxid
0x176782	$nickname
0x17678C	(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lp8/f;)V
0x1767CC	L$0
0x1767D0	java/lang/String
0x1767E1	(Ljava/lang/String;Lp8/f;)Ljava/lang/Object;
0x17680E	me/yun/fkwechat/core/config/ControlManager$autoRegisterFlow$3$1
0x17684E	L$1
0x176852	access$submitRegisterRequest
0x17686F	(Lme/yun/fkwechat/core/config/ControlManager;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lp8/f;)Ljava/lang/Object;
0x176910	()Lec/g2;
0x17691A	(Lp8/j;La9/p;Lp8/f;)Ljava/lang/Object;
0x176941	me.yun.fkwechat.core.config.ControlManager$autoRegisterFlow$3$1
0x176981	order
0x176987	ec.d1
0x17698D	r8.l
0x176992	ec.i
0x176997	special_clinit_7_50
0x1769AD	()Ll8/i0;
0x1769B7	myPid
0x1769BD	killProcess
0x1769C9	(I)V
0x1769CE	exit
0x1769D3	(Landroid/app/Activity;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lp8/f;)V
0x176A29	me/yun/fkwechat/core/config/ControlManager$autoRegisterFlow$3
0x176A67	(Landroid/app/Activity;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;La9/p;La9/a;)V
0x176AC3	android.os.Process
0x176AD6	me.yun.fkwechat.core.config.a
0x176AF4	java.lang.RuntimeException
0x176B0F	me.yun.fkwechat.core.config.ControlManager$autoRegisterFlow$3
0x176B4D	System.exit returned normally, while it was supposed to halt JVM.
0x176B8F	special_clinit_8_60
0x176BA3	(Landroid/app/Activity;Lp8/f;)V
0x176BC3	me/yun/fkwechat/core/config/ControlManager$handleNetworkFallback$2
0x176C06	access$applyLocalBlock
0x176C1D	(Lme/yun/fkwechat/core/config/ControlManager;Landroid/app/Activity;)Z
0x176C63	(Z)Ljava/lang/Boolean;
0x176C7A	r8.b
0x176C7F	me.yun.fkwechat.core.config.ControlManager$handleNetworkFallback$2
0x176CC2	special_clinit_9_50
0x176CD6	onActivityCreated
0x176CE8	(Landroid/app/Activity;Landroid/os/Bundle;)V
0x176D15	onActivityDestroyed
0x176D29	(Landroid/app/Activity;)V
0x176D43	onActivityPaused
0x176D54	onActivityResumed
0x176D66	getName
0x176D70	(Ljava/lang/CharSequence;Ljava/lang/CharSequence;Z)Z
0x176DA5	access$syncLicenseStatus
0x176DBE	(Lme/yun/fkwechat/core/config/ControlManager;Landroid/app/Activity;Ljava/lang/String;Ljava/lang/String;)V
0x176E28	p0
0x176E2B	(Ljava/lang/CharSequence;)Z
0x176E47	onActivitySaveInstanceState
0x176E63	onActivityStarted
0x176E75	onActivityStopped
0x176E87	stub
0x176E8C	AppBrand
0x176E95	com.tencent.mm.ui.LauncherUI
0x176EB2	fd.b
0x176EB7	me.yun.fkwechat.core.config.ControlManager$register$1
0x176EED	Splash
0x176EF4	EntryActivity
0x176F02	java.lang.Class
0x176F12	special_clinit_10_80
0x176F27	me/yun/fkwechat/core/config/ControlManager$showClosedDialog$2
0x176F65	激活提示
0x176F72	me.yun.fkwechat.core.config.ControlManager$showClosedDialog$2
0x176FB0	正常注册通道未开启，暂无权限使用。
0x176FE4	special_clinit_11_50
0x176FF9	$registerType
0x177007	$tradeNo
0x177010	(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lp8/f;)V
0x177074	me/yun/fkwechat/core/config/ControlManager$submitRegisterRequest$2
0x1770B7	openConnection
0x1770C6	()Ljava/net/URLConnection;
0x1770E1	java/net/HttpURLConnection
0x1770FC	setRequestMethod
0x17710D	setRequestProperty
0x177120	getProperty
0x17712C	setConnectTimeout
0x17713E	setReadTimeout
0x17714D	setDoOutput
0x177159	getOutputStream
0x177169	()Ljava/io/OutputStream;
0x177182	write
0x177188	(Ljava/io/Closeable;Ljava/lang/Throwable;)V
0x1771B4	getResponseCode
0x1771C4	getInputStream
0x1771D3	()Ljava/io/InputStream;
0x1771EB	(Ljava/io/InputStream;Ljava/nio/charset/Charset;)V
0x17721E	(Ljava/io/Reader;I)V
0x177233	(Ljava/io/Reader;)Ljava/lang/String;
0x177258	optJSONObject
0x177266	(Ljava/lang/String;)Lorg/json/JSONObject;
0x177290	getErrorStream
0x17729F	java.net.HttpURLConnection
0x1772BA	data
0x1772BF	POST
0x1772C4	java.net.URL
0x1772D1	HTTP 
0x1772D7	User-Agent
0x1772E2	application/json; charset=utf-8
0x177302	wxid
0x177307	tradeNo
0x17730F	Android
0x177317	name
0x17731C	http.agent
0x177327	registerType
0x177334	https://cdn.yunpro.club/api/register
0x177359	java.net.URLConnection
0x177370	uin
0x177374	key
0x177378	Content-Type
0x177385	java.io.OutputStream
0x17739A	w8.b
0x17739F	me.yun.fkwechat.core.config.ControlManager$submitRegisterRequest$2
0x1773E2	xd.a
0x1773E7	连接服务器超时，请检查您的网络设置
0x17741B	message
0x177423	java.io.InputStreamReader
0x17743D	w8.e
0x177442	ub.c
0x177447	encrypted
0x177451	java.io.BufferedReader
0x177468	special_clinit_12_50
0x17747D	$role
0x177483	(ILandroid/app/Activity;Lp8/f;)V
0x1774A4	me/yun/fkwechat/core/config/ControlManager$syncLicenseStatus$1$2
0x1774E5	me.yun.fkwechat.core.config.ControlManager$syncLicenseStatus$1$2
0x177526	封禁提示
0x177533	抱歉，您的账号已被加入黑名单，限制使用。
0x177570	special_clinit_13_50
0x177585	(Ljava/lang/String;Landroid/app/Activity;Ljava/lang/String;Lp8/f;)V
0x1775C9	me/yun/fkwechat/core/config/ControlManager$syncLicenseStatus$1
0x177608	java/lang/Exception
0x17761C	L$3
0x177620	org/json/JSONObject
0x177634	L$2
0x177638	java/net/URL
0x177645	L$5
0x177649	L$4
0x17764D	I$0
0x177651	access$handleNetworkFallback
0x17766E	(Lme/yun/fkwechat/core/config/ControlManager;Landroid/app/Activity;Lp8/f;)Ljava/lang/Object;
0x1776CB	Z$0
0x1776D1	PUTFIELD Boolean npe
0x1776E6	I$1
0x1776EA	/login-status
0x1776F8	Licensing
0x177702	Verification and status update connection failed
0x177733	PUT
0x177737	https://cdn.yunpro.club/api/users/
0x17775A	me.yun.fkwechat.core.config.ControlManager$syncLicenseStatus$1
0x177799	special_clinit_14_50
0x1777AE	applyLocalBlock
0x1777BE	(Landroid/app/Activity;)Z
0x1777D8	INVOKESPECIAL Boolean npe
0x1777F2	autoRegisterFlow
0x177803	(Landroid/app/Activity;Ljava/lang/String;Ljava/lang/String;Lp8/f;)Ljava/lang/Object;
0x177858	handleNetworkFallback
0x17786E	(Landroid/app/Activity;Lp8/f;)Ljava/lang/Object;
0x17789F	isChecking
0x1778AA	access$showClosedDialog
0x1778C2	showClosedDialog
0x1778D3	submitRegisterRequest
0x1778E9	(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lp8/f;)Ljava/lang/Object;
0x17795E	syncLicenseStatus
0x177970	getVerified
0x17797C	getRole
0x177984	me/yun/fkwechat/core/config/ControlManager$autoRegisterFlow$1
0x1779C2	(Lme/yun/fkwechat/core/config/ControlManager;Lp8/f;)V
0x1779F8	android/app/Activity
0x177A0D	L$8
0x177A11	L$7
0x177A15	L$6
0x177A19	L$9
0x177A1D	Z$2
0x177A21	GETFIELD Boolean npe
0x177A36	Z$1
0x177A3A	register
0x177A43	(Landroid/app/Application;)V
0x177A60	registerActivityLifecycleCallbacks
0x177A83	(Landroid/app/Application$ActivityLifecycleCallbacks;)V
0x177ABB	()Lec/k0;
0x177AC5	(Lp8/j;)Lec/o0;
0x177AD5	(Lec/o0;Lp8/j;Lec/q0;La9/p;ILjava/lang/Object;)Lec/w1;
0x177B0C	您的本地离线授权已过期（已超出12小时无网限制），请确保您的手机已连接网络以自动重新校准授权。
0x177B96	联网激活提示
0x177BA9	本程序首次使用需要联网进行自助注册与授权激活，请确保您的手机已连接网络。
0x177C16	ec.p0
0x177C1C	授权过期提示
0x177C2F	android.app.Application
0x177C47	GET
0x177C4B	true
0x177C50	openNormalRegistration
0x177C67	openOrderRegistration
0x177C7D	normal
0x177C84	抱歉，您的微信账号已被加入黑名单，限制使用。
0x177CC7	false
0x177CCD	https://cdn.yunpro.club/api/settings
0x177CF2	openRegistration
0x177D03	android.app.Activity
0x177D18	special_clinit_15_00
0x177D2D	copy$default
0x177D3A	(Lme/yun/fkwechat/core/config/LicData;ZIILjava/lang/Object;)Lme/yun/fkwechat/core/config/LicData;
0x177D9C	copy
0x177DA1	(ZI)Lme/yun/fkwechat/core/config/LicData;
0x177DCB	component1
0x177DD6	component2
0x177DE1	equals
0x177DE8	(Ljava/lang/Object;)Z
0x177DFE	me/yun/fkwechat/core/config/LicData
0x177E22	hashCode
0x177E2B	(Z)I
0x177E30	(I)I
0x177E37	, role=
0x177E3F	LicData(verified=
0x177E51	java.lang.Boolean
0x177E63	special_clinit_16_00
0x177E78	special_clinit_17_20
0x177E8D	Lme/yun/fkwechat/loader/LoaderCore;
0x177EB1	isInitialized
0x177EBF	Ljava/util/concurrent/atomic/AtomicBoolean;
0x177EEB	()Lod/g;
0x177EF6	(Ljava/io/File;)V
0x177F08	Ll8/s$a;
0x177F13	(Ljava/lang/Throwable;)Ljava/lang/Object;
0x177F3D	(Ljava/lang/Object;)Ljava/lang/Throwable;
0x177F6B	startTime
0x177F79	bootstrap
0x177F83	(Landroid/app/Application;)Z
0x177FA0	buildDetailInfo
0x177FB0	compareAndSet
0x177FBE	(ZZ)Z
0x177FC4	initialize
0x177FCF	hostVersionName
0x177FDF	hostVersionCode
0x177FEF	moduleVersionName
0x178001	moduleVersionCode
0x178013	initFeature
0x17801F	(Ljava/lang/String;La9/a;)V
0x17803B	Lcd/c;
0x178042	(Ljava/lang/Runnable;Ljava/lang/String;)V
0x17806C	setDaemon
0x178076	start
0x17807C	setPriority
0x178088	FkWeChat-Hook-Thread
0x17809D	LoaderCore
0x1780A8	fd.j
0x1780AD	Thread hook error
0x1780BF	fd.i
0x1780C4	java.lang.Thread
0x1780D5	fd.g
0x1780DA	fd.d
0x1780DF	Total cost: 
0x1780EC	Failed to initialize Context
0x178109	 init failed
0x178116	ms
0x178119	me.yun.fkwechat.loader.LoaderCore
0x17813D	Plugin load error
0x17814F	NetworkBridge init failed
0x178169	cd.c
0x17816E	Hook successfully completed!
0x17818B	od.g
0x178190	FkWeChat-Plugin-Thread
0x1781A7	Host: 
0x1781AE	a9.a
0x1781B3	java.util.concurrent.atomic.AtomicBoolean
0x1781DD	AccountBridge init failed
0x1781F7	ld.a
0x1781FC	pd.c
0x178201	ld.b
0x178206	ld.c
0x17820B	l8.s
0x178210	RelationBridge init failed
0x17822B	McpServer init failed
0x178241	DatabaseBridge init failed
0x17825C	) Module: 
0x178267	MessageBridge init failed
0x178281	ed.a
0x178286	special_clinit_18_00
0x17829B	Lme/yun/fkwechat/loader/api/HookEngine;
0x1782C3	(Lmd/k;Lmd/i;)Ll8/i0;
0x1782D9	(Lmd/i;)V
0x1782E3	(Lmd/k;Lmd/i;)Ljava/lang/Object;
0x178304	getResult
0x17830E	hookAfter
